176,0388
15,8545
8,0449
7,3985
7,9979
6,6795
7,5682
7,2228
8,845
6,8315
7,8676
6,9361
6,8895
7,7627
6,9131
7,8562
7,1502
7,6117
7,345
8,3726
6,9219
9,0952
6,8223
7,5846
7,1347
7,9622
7,0426
7,89
7,0972
8,0648
7,0053
8,0818
7,2068
8,1768
7,8341
7,604
7,549
9,2897
10,4471
9,5106
8,0854
8,4374
6,9979
7,9366
8,528
9,0903
8,7356
8,2092
8,5564
8,0412
8,2922
6,9812
8,1378
7,8452
7,8544
7,4217
7,2303
9,2375
8,2857
6,9253
8,1408
7,3508
7,021
7,7593
7,8459
8,0065
7,5104
7,7746
7,6169
7,6851
7,1831
8,7514
7,42
7,8718
7,1757
7,9848
7,5176
9,1151
6,9244
8,3311
7,8525
8,1327
7,7584
8,191
8,333
8,5709
7,8561
8,405
7,7924
7,9678
7,6644
7,8375
7,8199
8,0299
7,378
7,8973
7,6095
8,6609
7,9421
9,2918
8,4158
7,9783
7,6528
7,9448
7,317
9,7208
9,6532
9,6537
10,4453
7,8726
7,614
7,2397
7,2414
7,2659
7,9181
7,5799
9,1002
7,4765
7,0461
7,0663
7,0628
7,3501
8,4547
7,153
8,1204
7,4871
8,1003
7,4674
7,3958
7,5669
7,75
7,4891
8,1562
7,6975
7,9491
7,4644
6,8392
7,3348
7,0917
7,9827
7,7358
7,8728
7,4668
8,4378
7,6512
8,2358
7,2715
7,875
6,9071
8,7535
7,2105
7,2651
7,3744
7,7882
7,6119
7,7262
7,5782
7,9299
7,0008
7,5093
7,3694
7,7786
7,9558
7,7988
7,894
7,6466
7,5214
7,2018
7,8848
7,546
7,9077
7,2143
7,6252
7,3137
7,9207
7,3765
8,7503
8,4017
7,351
7,7173
8,3826
7,4938
7,9807
7,6866
7,9132
7,5176
8,0826
6,9824
7,8245
6,962
7,4663
7,7626
7,9881
7,6417
7,8315
7,083
6,9091
7,2911
7,3469
7,9356
6,8206
8,2625
7,6258
8,7092
7,2124
8,4164
7,5087
8,2991
7,4584
8,2128
6,8677
7,3641
7,3804
8,2602
6,8093
7,4546
7,6234
7,9075
7,406
7,5063
7,1503
8,0886
7,5286
7,9354
8,0136
7,2781
8,4425
6,9021
7,7069
7,7675
8,9264
6,8309
8,2344
7,699
9,2312
8,371
8,2879
8,3892
8,5034
9,4815
8,4057
10,1633
7,982
7,491
6,7984
7,6986
7,4758
8,5113
6,7638
8,0699
7,2211
7,3801
7,1363
7,1827
7,0541
8,163
7,7059
6,9537
8,1416
7,255
7,5982
7,3169
7,3911
6,9116
7,946
7,5192
8,3082
7,4177
6,8393
6,9624
7,7561
6,8837
7,7561
7,6418
8,335
7,6636
8,1095
7,4511
7,8521
7,0909
7,2425
7,9317
7,0824
8,4175
7,4645
8,0039
7,0785
6,9601
7,5324
7,5736
7,2597
7,8249
7,5245
8,1536
7,7291
8,0192
7,6799
7,1954
7,3458
7,1364
7,1319
8,0819
7,0219
7,4556
7,5756
7,9978
7,6823
8,0861
7,6733
8,1058
7,8848
7,6097
7,5494
6,7923
7,8814
7,326
7,7576
7,5432
8,0829
7,1084
7,1986
7,7084
10,6247
13,8745
13,6397
14,3987
12,9793
7,4123
7,3137
8,3184
7,4149
