177,4126
3,1411
0,9269
0,8118
0,7077
0,806
0,8069
1,1441
0,879
0,9146
0,7895
0,7565
0,7481
0,7548
0,724
0,6902
0,7132
0,5813
0,5396
0,5114
0,5582
0,6694
0,7149
0,6135
0,5067
0,502
0,4232
0,4708
0,4313
0,4552
1,7475
4,0313
0,9535
0,6575
0,79
0,6599
0,8301
0,8114
0,8466
0,638
0,8218
1,1614
0,8868
0,9539
4,3341
1,5715
1,0879
0,6187
0,669
0,6468
0,5512
0,6107
0,5774
0,563
0,5453
0,6041
0,5304
0,6478
0,8915
0,8573
3,3654
0,7226
0,6875
0,5685
0,8205
0,8734
0,6555
0,5794
0,575
0,5823
0,6882
0,5964
0,7771
1,0526
2,0117
0,9977
2,659
0,8114
0,8448
0,6171
0,664
0,6338
0,6232
0,5517
0,6485
1,2745
0,9633
1,0472
1,1311
3,5586
3,4217
0,8372
0,8757
0,8474
1,5156
1,356
1,0529
0,7861
0,7694
0,7417
2,2999
1,1445
2,4197
0,8346
0,6894
0,9977
0,7793
0,8941
0,5826
0,6317
0,7041
0,8039
1,2389
0,773
1,2852
2,5417
0,8757
2,8787
0,8048
0,6933
0,9807
0,7573
0,6492
0,7421
0,6691
0,9559
0,9967
0,922
2,1696
1,1001
0,767
0,8549
2,4477
0,8304
0,7073
0,8038
0,7736
0,7846
0,9085
0,8173
0,7574
0,7943
0,7262
0,9489
0,9744
1,5613
0,9707
0,6835
0,6115
2,0052
0,8248
0,5661
0,4601
0,4547
0,4639
0,6038
0,6213
0,5029
0,6806
0,6448
0,7518
0,6555
0,6907
0,922
1,5518
0,6833
0,8373
0,5841
0,572
0,5834
0,6318
2,9716
0,7112
0,7105
0,6963
0,9099
0,5443
0,7716
0,6595
0,6453
0,7026
0,6143
0,8007
1,0319
1,634
0,8656
0,6693
0,7199
2,1502
0,7345
0,8152
0,785
0,7633
0,7943
0,7582
0,6929
0,7895
0,5305
1,0025
0,8985
0,8316
0,6647
0,9106
0,6314
0,637
0,655
0,6021
2,3855
0,9795
0,9225
0,9662
0,8819
0,8721
0,6315
0,7889
0,7024
0,8877
0,8608
0,8553
0,8863
0,9543
0,6801
0,7986
0,8784
3,1561
0,6716
0,6008
0,7724
0,7846
0,5772
0,5626
0,6058
0,5867
0,5684
1,5612
1,3059
0,7076
0,8846
0,6014
1,0579
0,7108
2,4198
0,7482
0,8366
0,6422
0,742
0,7138
1,2812
0,724
0,7035
0,6603
0,6531
0,6296
0,5996
0,6218
0,6304
0,6469
0,6825
1,9071
2,4899
0,9229
0,6384
0,6511
0,9695
0,9134
0,9664
0,7002
0,6604
0,6142
0,6794
1,0011
1,6326
0,9695
0,7453
0,7443
2,566
0,8523
0,7549
0,7128
0,702
0,5994
0,6293
0,6135
0,7792
1,5767
1,0621
0,7086
0,8416
0,6383
0,6399
0,5911
0,598
0,6317
2,8518
0,6329
0,645
0,5861
0,5935
0,6134
0,5717
0,5751
0,5727
0,6001
0,8237
1,8376
0,9058
0,8038
0,6102
0,735
0,8568
0,793
1,0717
2,7261
0,9786
0,7453
0,8374
0,7216
0,7153
0,506
0,6189
0,6539
1,9785
0,8232
0,6924
0,6599
0,6468
0,6428
0,6138
0,5892
2,367
0,7527
0,6921
0,6413
0,6406
0,6295
0,6275
0,6523
0,6243
2,1023
0,877
0,9484
0,6139
0,7102
0,6122
0,718
0,746
0,66
0,6987
2,5575
0,9615
0,7237
0,6816
0,6589
0,7366
0,9029
2,1135
0,9081
0,6843
1,1051
0,696
0,7382
0,8854
0,6704
0,6416
2,5587
1,1295
0,6559
0,6106
0,6114
0,5493
0,5625
0,6456
1,2142
0,8222
0,6752
0,7083
0,7173
0,9256
0,7043
0,6754
0,6802
6,6675
1,0765
0,9625
1,1296
0,8078
0,7175
1,1223
1,2462
0,9459
0,9413
1,4067
3,3193
0,953
1,0416
1,008
0,6256
0,8778
0,7234
1,1555
3,2345
2,1633
1,0332
2,0495
1,1836
1,1427
1,1863
1,1902
0,722
0,6436
0,5886
0,5952
0,6616
0,6163
0,6121
0,5928
0,5377
0,5832
0,6545
0,8065
0,7413
0,6788
0,6217
2,5147
0,6427
0,6667
0,6096
0,975
0,9055
0,596
0,6272
0,61
0,5947
0,59
0,6061
0,5945
0,5492
0,5983
0,6484
0,6013
0,6396
0,6371
0,9781
0,8703
3,5876
1,0591
0,9511
1,0801
1,2246
0,7294
0,8244
0,9457
0,6812
0,7187
0,7336
0,6666
0,9407
1,0329
2,8059
1,1552
1,1454
1,4986
2,2785
1,2883
1,7937
0,9577
1,1742
1,7146
3,2524
3,913
2,4706
1,2934
1,1569
1,7169
1,2127
2,302
1,3481
0,8307
0,731
0,7539
0,7635
0,772
0,8417
0,8242
0,9997
1,0045
0,8339
0,6824
0,7709
0,6858
0,9263
0,6721
1,1321
4,6126
0,7209
0,9289
0,6257
0,8745
0,6579
0,7969
0,859
0,7653
1,3129
1,3586
0,741
0,8538
3,1372
2,2518
1,7876
1,3512
1,1036
1,3252
1,7104
1,9847
3,5698
2,9753
0,7561
1,077
0,9792
0,9371
0,809
0,7796
1,3266
1,1428
0,7562
1,0698
3,4415
1,2413
1,2418
0,7568
0,7348
0,8653
0,8822
0,7206
0,8524
0,78
0,6793
1,0665
1,227
0,7953
0,606
3,1249
0,7855
0,7087
0,7598
0,9852
0,6174
0,57
0,621
0,6153
0,7275
0,6357
0,617
0,6925
0,8847
0,609
0,6908
0,6164
1,9101
3,1398
0,8086
0,7814
0,7096
1,418
0,7414
0,6496
0,6453
0,9302
0,7098
0,675
0,6718
0,7326
0,699
0,6008
0,6844
2,2886
3,1756
0,8902
0,9411
0,7918
0,8498
1,3181
0,7466
0,6674
0,6963
0,6373
0,6357
0,7892
0,6552
0,653
0,7279
2,949
0,7766
0,7353
0,7168
0,675
0,6766
0,6436
0,7588
0,9284
0,6789
0,7138
0,7861
0,9177
0,6795
0,7464
0,6819
0,7166
0,7594
3,7756
2,6855
1,2502
1,2659
1,2325
0,8569
0,9292
0,823
0,6851
0,7903
0,6358
0,6802
0,5749
2,4838
0,8684
0,6961
0,7136
0,7324
0,9786
0,7834
0,6067
0,7457
1,0858
1,009
0,8017
0,833
0,6673
0,7385
0,789
0,7097
0,8806
3,0607
0,6918
0,6803
0,8558
0,682
0,7053
0,753
0,7251
0,7069
0,8398
0,7804
0,8676
0,5879
0,6679
0,8259
0,7194
0,5621
0,6836
3,3025
0,7264
0,8211
0,8109
0,9077
0,8193
0,8323
0,9008
0,8471
0,816
0,7912
0,9226
0,5872
0,6995
0,6621
0,6712
2,236
0,6811
0,5757
0,7466
0,8429
0,6544
0,5421
0,5825
0,5748
0,6655
0,6169
0,6125
0,5933
0,5713
0,6273
0,562
0,64
0,7088
0,6622
0,6786
0,5201
0,59
0,5906
3,2298
0,6987
0,792
0,5955
0,8609
0,568
0,5257
0,6063
0,5912
0,6457
0,5947
0,6023
0,5148
0,5482
0,5254
0,6275
0,6708
0,8756
0,519
0,5987
0,5906
3,3155
0,6336
0,6915
0,958
1,0311
0,6837
0,9773
0,6827
0,8091
0,7249
0,6897
0,6702
